Transaction_ID,Date,Region,Drug_Name,Hospital_Name,Units_Ordered,Price_Per_Unit,Total_Revenue
TXN106586,2025-08-09,Central,OncoShield 10mg,Apollo Medical Center 5,71,450,31950
TXN102275,2025-08-09,North,OncoShield 10mg,Max Super Speciality 3,51,450,22950
TXN102703,2025-08-09,North,OncoShield 10mg,Max Super Speciality 5,36,450,16200
TXN103499,2025-08-09,East,OncoShield 10mg,Max Super Speciality 2,11,450,4950
TXN100946,2025-08-09,Central,GlycaCure 50mg,Max Super Speciality 1,22,120,2640
TXN109108,2025-08-09,East,GlycaCure 50mg,Apollo Medical Center 1,42,250,10500
TXN106712,2025-08-09,West,OncoShield 10mg,Fortis Healthcare 4,122,450,54900
TXN105656,2025-08-09,South,GlycaCure 50mg,Apollo Medical Center 2,74,250,18500
TXN107785,2025-08-09,West,OncoShield 10mg,Fortis Healthcare 2,126,450,56700
TXN107176,2025-08-09,Central,OncoShield 10mg,Apollo Medical Center 1,39,450,17550
TXN108352,2025-08-09,North,OncoShield 10mg,Fortis Healthcare 3,128,450,57600
TXN102863,2025-08-09,West,OncoShield 10mg,Fortis Healthcare 1,141,450,63450
TXN105320,2025-08-09,East,OncoShield 10mg,Apollo Medical Center 2,149,450,67050
TXN106464,2025-08-09,East,OncoShield 10mg,Max Super Speciality 1,67,450,30150
TXN107796,2025-08-09,North,OncoShield 10mg,Apollo Medical Center 5,39,450,17550
TXN103945,2025-08-09,Central,GlycaCure 50mg,Fortis Healthcare 1,68,250,17000
TXN104793,2025-08-09,Central,GlycaCure 50mg,Fortis Healthcare 3,124,120,14880
TXN106682,2025-08-09,East,OncoShield 10mg,Max Super Speciality 3,64,450,28800
TXN104200,2025-08-09,South,GlycaCure 50mg,Fortis Healthcare 5,126,250,31500
TXN102812,2025-08-09,South,GlycaCure 50mg,Max Super Speciality 2,82,250,20500
TXN106377,2025-08-09,South,OncoShield 10mg,Max Super Speciality 5,19,450,8550
TXN100627,2025-08-09,South,OncoShield 10mg,Apollo Medical Center 1,10,450,4500
TXN109583,2025-08-09,South,GlycaCure 50mg,Fortis Healthcare 1,21,120,2520
TXN102848,2025-08-09,Central,GlycaCure 50mg,Fortis Healthcare 4,65,250,16250
TXN103508,2025-08-09,Central,OncoShield 10mg,Max Super Speciality 3,33,450,14850
TXN107509,2025-08-10,South,OncoShield 10mg,Apollo Medical Center 3,89,450,40050
TXN104726,2025-08-10,West,OncoShield 10mg,Fortis Healthcare 2,10,450,4500
TXN104611,2025-08-10,West,GlycaCure 50mg,Max Super Speciality 3,63,250,15750
TXN109428,2025-08-10,Central,OncoShield 10mg,Max Super Speciality 4,126,450,56700
TXN105478,2025-08-10,West,OncoShield 10mg,Fortis Healthcare 1,63,450,28350
TXN106997,2025-08-10,East,OncoShield 10mg,Apollo Medical Center 1,146,450,65700
TXN102727,2025-08-10,North,GlycaCure 50mg,Apollo Medical Center 2,64,250,16000
TXN106844,2025-08-10,Central,OncoShield 10mg,Fortis Healthcare 5,123,450,55350
TXN106860,2025-08-10,Central,OncoShield 10mg,Fortis Healthcare 1,141,450,63450
TXN105619,2025-08-10,North,GlycaCure 50mg,Fortis Healthcare 5,102,120,12240
TXN108252,2025-08-10,North,OncoShield 10mg,Max Super Speciality 2,11,450,4950
TXN109951,2025-08-10,South,GlycaCure 50mg,Apollo Medical Center 5,11,250,2750
TXN102185,2025-08-10,West,OncoShield 10mg,Fortis Healthcare 5,17,450,7650
TXN109253,2025-08-10,Central,GlycaCure 50mg,Apollo Medical Center 1,77,120,9240
TXN104977,2025-08-10,West,GlycaCure 50mg,Max Super Speciality 5,71,120,8520
TXN106706,2025-08-10,West,GlycaCure 50mg,Apollo Medical Center 2,78,120,9360
TXN107064,2025-08-10,Central,OncoShield 10mg,Apollo Medical Center 3,122,450,54900
TXN104317,2025-08-10,West,GlycaCure 50mg,Max Super Speciality 2,41,120,4920
TXN107348,2025-08-10,North,OncoShield 10mg,Apollo Medical Center 4,131,450,58950
TXN109570,2025-08-10,North,OncoShield 10mg,Apollo Medical Center 2,76,450,34200
TXN106031,2025-08-10,North,OncoShield 10mg,Max Super Speciality 1,102,450,45900
TXN100764,2025-08-11,East,GlycaCure 50mg,Max Super Speciality 5,96,250,24000
TXN107920,2025-08-11,South,GlycaCure 50mg,Apollo Medical Center 2,145,120,17400
TXN103280,2025-08-11,South,GlycaCure 50mg,Apollo Medical Center 4,85,120,10200
TXN104587,2025-08-11,South,GlycaCure 50mg,Fortis Healthcare 1,143,120,17160
TXN108347,2025-08-11,East,OncoShield 10mg,Max Super Speciality 4,58,450,26100
TXN102209,2025-08-11,East,OncoShield 10mg,Apollo Medical Center 3,91,450,40950
TXN103602,2025-08-11,Central,OncoShield 10mg,Apollo Medical Center 1,33,450,14850
TXN108315,2025-08-11,Central,GlycaCure 50mg,Max Super Speciality 5,15,250,3750
TXN104992,2025-08-11,West,GlycaCure 50mg,Max Super Speciality 5,124,120,14880
TXN106494,2025-08-11,North,GlycaCure 50mg,Fortis Healthcare 3,108,250,27000
TXN103214,2025-08-11,West,GlycaCure 50mg,Apollo Medical Center 3,72,250,18000
TXN101759,2025-08-11,South,OncoShield 10mg,Max Super Speciality 1,62,450,27900
TXN105407,2025-08-11,East,GlycaCure 50mg,Max Super Speciality 3,117,250,29250
TXN102970,2025-08-11,North,GlycaCure 50mg,Max Super Speciality 3,48,120,5760
TXN101793,2025-08-11,South,OncoShield 10mg,Fortis Healthcare 4,91,450,40950
TXN102673,2025-08-11,West,OncoShield 10mg,Fortis Healthcare 4,53,450,23850
TXN101547,2025-08-11,East,GlycaCure 50mg,Max Super Speciality 4,74,120,8880
TXN105195,2025-08-11,West,GlycaCure 50mg,Max Super Speciality 4,42,250,10500
TXN105105,2025-08-11,Central,OncoShield 10mg,Fortis Healthcare 3,27,450,12150
TXN105594,2025-08-11,South,GlycaCure 50mg,Max Super Speciality 3,106,250,26500
TXN105087,2025-08-11,West,OncoShield 10mg,Fortis Healthcare 2,107,450,48150
TXN107624,2025-08-11,North,GlycaCure 50mg,Max Super Speciality 1,20,120,2400
TXN107805,2025-08-11,East,OncoShield 10mg,Max Super Speciality 3,24,450,10800
TXN107219,2025-08-11,East,GlycaCure 50mg,Max Super Speciality 5,114,120,13680
TXN100004,2025-08-11,North,GlycaCure 50mg,Apollo Medical Center 4,106,120,12720
TXN105870,2025-08-11,North,OncoShield 10mg,Apollo Medical Center 5,126,450,56700
TXN109686,2025-08-11,Central,GlycaCure 50mg,Max Super Speciality 2,112,120,13440
TXN101789,2025-08-11,Central,GlycaCure 50mg,Fortis Healthcare 1,135,120,16200
TXN101405,2025-08-12,Central,OncoShield 10mg,Max Super Speciality 3,135,450,60750
TXN104347,2025-08-12,South,GlycaCure 50mg,Apollo Medical Center 2,99,120,11880
TXN102272,2025-08-12,East,GlycaCure 50mg,Max Super Speciality 2,87,250,21750
TXN106433,2025-08-12,Central,GlycaCure 50mg,Apollo Medical Center 2,133,250,33250
TXN103355,2025-08-12,South,GlycaCure 50mg,Fortis Healthcare 3,109,120,13080
TXN102383,2025-08-12,Central,OncoShield 10mg,Apollo Medical Center 3,63,450,28350
TXN104953,2025-08-12,East,OncoShield 10mg,Apollo Medical Center 1,16,450,7200
TXN105278,2025-08-12,West,GlycaCure 50mg,Max Super Speciality 3,81,120,9720
TXN104198,2025-08-12,West,GlycaCure 50mg,Apollo Medical Center 2,72,120,8640
TXN103128,2025-08-12,Central,OncoShield 10mg,Apollo Medical Center 4,45,450,20250
TXN109747,2025-08-12,West,OncoShield 10mg,Apollo Medical Center 5,144,450,64800
TXN102088,2025-08-12,West,GlycaCure 50mg,Apollo Medical Center 3,12,120,1440
TXN105906,2025-08-12,South,OncoShield 10mg,Apollo Medical Center 3,143,450,64350
TXN105765,2025-08-12,North,GlycaCure 50mg,Fortis Healthcare 5,130,120,15600
TXN102082,2025-08-12,Central,OncoShield 10mg,Max Super Speciality 4,72,450,32400
TXN104443,2025-08-12,South,OncoShield 10mg,Max Super Speciality 2,146,450,65700
TXN101526,2025-08-12,West,OncoShield 10mg,Apollo Medical Center 3,36,450,16200
TXN104637,2025-08-12,East,OncoShield 10mg,Max Super Speciality 2,122,450,54900
TXN105353,2025-08-12,West,GlycaCure 50mg,Max Super Speciality 5,125,250,31250
TXN106935,2025-08-12,West,GlycaCure 50mg,Apollo Medical Center 3,130,250,32500
TXN109504,2025-08-12,Central,GlycaCure 50mg,Fortis Healthcare 1,90,250,22500
TXN104397,2025-08-12,South,GlycaCure 50mg,Apollo Medical Center 4,44,250,11000
TXN109081,2025-08-12,West,GlycaCure 50mg,Apollo Medical Center 4,143,250,35750
TXN107981,2025-08-12,East,OncoShield 10mg,Fortis Healthcare 5,148,450,66600
TXN100858,2025-08-12,East,OncoShield 10mg,Max Super Speciality 3,82,450,36900
TXN109916,2025-08-12,East,GlycaCure 50mg,Max Super Speciality 3,67,120,8040
TXN108002,2025-08-12,North,GlycaCure 50mg,Max Super Speciality 1,131,120,15720
TXN101845,2025-08-12,Central,GlycaCure 50mg,Fortis Healthcare 5,79,120,9480
TXN108582,2025-08-12,North,GlycaCure 50mg,Apollo Medical Center 5,59,120,7080
TXN108128,2025-08-12,East,OncoShield 10mg,Apollo Medical Center 3,86,450,38700
TXN104378,2025-08-12,West,OncoShield 10mg,Max Super Speciality 5,141,450,63450
TXN109826,2025-08-12,North,OncoShield 10mg,Fortis Healthcare 2,27,450,12150
TXN102965,2025-08-13,South,OncoShield 10mg,Apollo Medical Center 2,61,450,27450
TXN104858,2025-08-13,Central,OncoShield 10mg,Fortis Healthcare 1,33,450,14850
TXN102182,2025-08-13,South,OncoShield 10mg,Max Super Speciality 3,43,450,19350
TXN107666,2025-08-13,South,GlycaCure 50mg,Apollo Medical Center 2,127,250,31750
TXN101684,2025-08-13,East,GlycaCure 50mg,Apollo Medical Center 1,75,120,9000
TXN102808,2025-08-13,East,OncoShield 10mg,Fortis Healthcare 2,103,450,46350
TXN106432,2025-08-13,North,OncoShield 10mg,Max Super Speciality 2,124,450,55800
TXN107189,2025-08-13,West,GlycaCure 50mg,Fortis Healthcare 4,32,120,3840
TXN106926,2025-08-13,North,GlycaCure 50mg,Fortis Healthcare 2,32,250,8000
TXN103995,2025-08-13,East,OncoShield 10mg,Max Super Speciality 3,30,450,13500
TXN108156,2025-08-13,East,GlycaCure 50mg,Max Super Speciality 5,108,120,12960
TXN104326,2025-08-13,West,OncoShield 10mg,Apollo Medical Center 2,90,450,40500
TXN103791,2025-08-13,Central,GlycaCure 50mg,Apollo Medical Center 3,27,250,6750
TXN106775,2025-08-13,South,GlycaCure 50mg,Fortis Healthcare 2,148,120,17760
TXN107355,2025-08-13,East,OncoShield 10mg,Fortis Healthcare 4,143,450,64350
TXN109673,2025-08-13,Central,OncoShield 10mg,Fortis Healthcare 1,135,450,60750
TXN100602,2025-08-13,West,OncoShield 10mg,Fortis Healthcare 5,86,450,38700
TXN103650,2025-08-13,West,OncoShield 10mg,Apollo Medical Center 5,112,450,50400
TXN104779,2025-08-13,West,OncoShield 10mg,Fortis Healthcare 3,62,450,27900
TXN106868,2025-08-13,East,OncoShield 10mg,Max Super Speciality 1,134,450,60300
TXN106896,2025-08-13,East,OncoShield 10mg,Apollo Medical Center 2,77,450,34650
TXN107690,2025-08-13,South,OncoShield 10mg,Max Super Speciality 5,71,450,31950
TXN105549,2025-08-13,Central,OncoShield 10mg,Apollo Medical Center 3,25,450,11250
TXN108846,2025-08-13,North,OncoShield 10mg,Max Super Speciality 5,69,450,31050
TXN108058,2025-08-14,South,GlycaCure 50mg,Apollo Medical Center 1,38,120,4560
TXN100967,2025-08-14,West,OncoShield 10mg,Apollo Medical Center 3,69,450,31050
TXN106340,2025-08-14,West,OncoShield 10mg,Fortis Healthcare 5,53,450,23850
TXN105876,2025-08-14,West,GlycaCure 50mg,Fortis Healthcare 5,120,250,30000
TXN101729,2025-08-14,Central,OncoShield 10mg,Fortis Healthcare 5,74,450,33300
TXN103370,2025-08-14,West,GlycaCure 50mg,Fortis Healthcare 2,25,250,6250
TXN106520,2025-08-14,South,GlycaCure 50mg,Apollo Medical Center 4,135,120,16200
TXN109901,2025-08-14,Central,OncoShield 10mg,Max Super Speciality 5,124,450,55800
TXN108705,2025-08-14,South,GlycaCure 50mg,Fortis Healthcare 1,35,250,8750
TXN103674,2025-08-14,East,GlycaCure 50mg,Apollo Medical Center 5,38,250,9500
TXN102783,2025-08-14,Central,GlycaCure 50mg,Fortis Healthcare 4,35,120,4200
TXN103050,2025-08-14,West,OncoShield 10mg,Apollo Medical Center 1,133,450,59850
TXN101335,2025-08-14,West,OncoShield 10mg,Fortis Healthcare 4,91,450,40950
TXN108182,2025-08-14,West,OncoShield 10mg,Max Super Speciality 5,142,450,63900
TXN107781,2025-08-14,Central,GlycaCure 50mg,Max Super Speciality 4,60,250,15000
TXN106469,2025-08-14,East,GlycaCure 50mg,Apollo Medical Center 5,55,120,6600
TXN103404,2025-08-14,South,GlycaCure 50mg,Max Super Speciality 1,57,250,14250
TXN100785,2025-08-14,Central,GlycaCure 50mg,Fortis Healthcare 1,95,120,11400
TXN107343,2025-08-14,West,OncoShield 10mg,Apollo Medical Center 3,55,450,24750
TXN109471,2025-08-14,North,GlycaCure 50mg,Fortis Healthcare 5,141,250,35250
TXN103600,2025-08-14,East,OncoShield 10mg,Max Super Speciality 5,123,450,55350
TXN105668,2025-08-14,Central,GlycaCure 50mg,Fortis Healthcare 4,135,120,16200
TXN104930,2025-08-14,South,OncoShield 10mg,Max Super Speciality 5,136,450,61200
TXN100535,2025-08-14,Central,GlycaCure 50mg,Max Super Speciality 5,30,120,3600
TXN102700,2025-08-14,East,OncoShield 10mg,Max Super Speciality 3,86,450,38700
TXN104888,2025-08-14,West,GlycaCure 50mg,Fortis Healthcare 4,100,250,25000
TXN109729,2025-08-14,West,GlycaCure 50mg,Fortis Healthcare 2,39,120,4680
TXN109233,2025-08-14,South,OncoShield 10mg,Fortis Healthcare 5,119,450,53550
TXN101179,2025-08-14,East,GlycaCure 50mg,Fortis Healthcare 4,16,120,1920
TXN100281,2025-08-14,South,GlycaCure 50mg,Apollo Medical Center 2,69,250,17250
TXN105973,2025-08-14,South,GlycaCure 50mg,Apollo Medical Center 2,109,250,27250
TXN103513,2025-08-14,West,GlycaCure 50mg,Max Super Speciality 5,87,250,21750
TXN103036,2025-08-15,South,OncoShield 10mg,Fortis Healthcare 1,136,450,61200
TXN105766,2025-08-15,South,GlycaCure 50mg,Fortis Healthcare 4,72,250,18000
TXN102065,2025-08-15,North,OncoShield 10mg,Apollo Medical Center 4,134,450,60300
TXN107263,2025-08-15,West,GlycaCure 50mg,Apollo Medical Center 4,138,120,16560
TXN109828,2025-08-15,South,GlycaCure 50mg,Max Super Speciality 2,35,120,4200
TXN109958,2025-08-15,Central,OncoShield 10mg,Apollo Medical Center 5,59,450,26550
TXN107388,2025-08-15,South,GlycaCure 50mg,Apollo Medical Center 5,76,120,9120
TXN101347,2025-08-15,West,GlycaCure 50mg,Apollo Medical Center 1,96,120,11520
TXN105586,2025-08-15,South,GlycaCure 50mg,Fortis Healthcare 2,67,120,8040
TXN101026,2025-08-15,East,GlycaCure 50mg,Fortis Healthcare 1,124,250,31000
TXN105615,2025-08-15,Central,OncoShield 10mg,Apollo Medical Center 3,133,450,59850
TXN104545,2025-08-15,North,GlycaCure 50mg,Fortis Healthcare 2,30,250,7500
TXN105526,2025-08-15,North,OncoShield 10mg,Fortis Healthcare 1,57,450,25650
TXN107434,2025-08-15,East,GlycaCure 50mg,Max Super Speciality 2,117,250,29250
TXN102110,2025-08-15,North,OncoShield 10mg,Fortis Healthcare 4,34,450,15300
TXN100600,2025-08-15,South,GlycaCure 50mg,Apollo Medical Center 5,12,120,1440
TXN100462,2025-08-15,South,OncoShield 10mg,Apollo Medical Center 5,78,450,35100
TXN106254,2025-08-15,East,GlycaCure 50mg,Apollo Medical Center 3,71,250,17750
TXN106234,2025-08-15,South,GlycaCure 50mg,Apollo Medical Center 4,73,250,18250
TXN104071,2025-08-15,West,OncoShield 10mg,Apollo Medical Center 3,55,450,24750
TXN105114,2025-08-15,East,OncoShield 10mg,Apollo Medical Center 2,108,450,48600
TXN102750,2025-08-15,South,GlycaCure 50mg,Fortis Healthcare 1,143,250,35750
TXN102921,2025-08-15,East,OncoShield 10mg,Max Super Speciality 3,57,450,25650
TXN103206,2025-08-15,Central,GlycaCure 50mg,Apollo Medical Center 1,65,120,7800
TXN107907,2025-08-15,West,GlycaCure 50mg,Fortis Healthcare 3,69,120,8280
TXN104209,2025-08-15,North,OncoShield 10mg,Fortis Healthcare 4,123,450,55350
TXN108456,2025-08-15,South,GlycaCure 50mg,Max Super Speciality 1,107,250,26750
TXN106964,2025-08-15,South,GlycaCure 50mg,Max Super Speciality 5,66,120,7920
TXN103185,2025-08-15,South,GlycaCure 50mg,Apollo Medical Center 4,24,120,2880
TXN105269,2025-08-15,East,OncoShield 10mg,Apollo Medical Center 3,23,450,10350
TXN100570,2025-08-15,West,GlycaCure 50mg,Fortis Healthcare 3,96,250,24000
TXN107606,2025-08-15,South,GlycaCure 50mg,Apollo Medical Center 3,115,120,13800
TXN101811,2025-08-15,Central,GlycaCure 50mg,Max Super Speciality 3,87,250,21750
TXN105377,2025-08-15,West,OncoShield 10mg,Max Super Speciality 3,125,450,56250
TXN102090,2025-08-16,East,GlycaCure 50mg,Fortis Healthcare 2,149,120,17880
TXN108539,2025-08-16,East,GlycaCure 50mg,Max Super Speciality 5,22,250,5500
TXN101827,2025-08-16,Central,OncoShield 10mg,Apollo Medical Center 3,103,450,46350
TXN108576,2025-08-16,Central,GlycaCure 50mg,Fortis Healthcare 4,54,250,13500
TXN106156,2025-08-16,North,OncoShield 10mg,Apollo Medical Center 2,33,450,14850
TXN109333,2025-08-16,South,OncoShield 10mg,Max Super Speciality 2,34,450,15300
TXN104434,2025-08-16,East,OncoShield 10mg,Fortis Healthcare 1,102,450,45900
TXN109547,2025-08-16,South,GlycaCure 50mg,Max Super Speciality 2,149,120,17880
TXN106296,2025-08-16,Central,GlycaCure 50mg,Apollo Medical Center 5,50,250,12500
TXN105079,2025-08-16,East,OncoShield 10mg,Max Super Speciality 4,67,450,30150
TXN109841,2025-08-16,West,GlycaCure 50mg,Apollo Medical Center 1,101,250,25250
TXN101666,2025-08-16,South,OncoShield 10mg,Apollo Medical Center 5,47,450,21150
TXN109749,2025-08-16,West,GlycaCure 50mg,Apollo Medical Center 4,13,250,3250
TXN104809,2025-08-16,East,GlycaCure 50mg,Fortis Healthcare 3,146,120,17520
TXN109842,2025-08-16,North,GlycaCure 50mg,Apollo Medical Center 2,43,120,5160
TXN105930,2025-08-16,East,OncoShield 10mg,Fortis Healthcare 2,56,450,25200
TXN107739,2025-08-16,East,GlycaCure 50mg,Apollo Medical Center 3,147,120,17640
TXN109830,2025-08-16,South,OncoShield 10mg,Apollo Medical Center 2,80,450,36000
TXN109247,2025-08-16,South,GlycaCure 50mg,Fortis Healthcare 3,28,120,3360
TXN105674,2025-08-16,North,OncoShield 10mg,Max Super Speciality 3,52,450,23400
TXN107267,2025-08-16,South,GlycaCure 50mg,Max Super Speciality 5,36,120,4320
TXN102174,2025-08-16,West,GlycaCure 50mg,Max Super Speciality 3,124,120,14880
TXN106324,2025-08-16,East,GlycaCure 50mg,Apollo Medical Center 1,24,250,6000
TXN103431,2025-08-16,South,OncoShield 10mg,Apollo Medical Center 2,143,450,64350
TXN109241,2025-08-16,South,OncoShield 10mg,Apollo Medical Center 5,10,450,4500
TXN102243,2025-08-16,West,OncoShield 10mg,Apollo Medical Center 5,114,450,51300
TXN103925,2025-08-17,East,OncoShield 10mg,Apollo Medical Center 3,55,450,24750
TXN108704,2025-08-17,East,OncoShield 10mg,Max Super Speciality 4,18,450,8100
TXN101269,2025-08-17,East,OncoShield 10mg,Apollo Medical Center 4,38,450,17100
TXN106788,2025-08-17,North,OncoShield 10mg,Fortis Healthcare 4,37,450,16650
TXN102242,2025-08-17,West,OncoShield 10mg,Apollo Medical Center 3,107,450,48150
TXN101046,2025-08-17,Central,OncoShield 10mg,Max Super Speciality 1,36,450,16200
TXN107047,2025-08-17,East,GlycaCure 50mg,Apollo Medical Center 4,110,120,13200
TXN107021,2025-08-17,West,GlycaCure 50mg,Fortis Healthcare 2,41,120,4920
TXN102781,2025-08-17,East,OncoShield 10mg,Fortis Healthcare 2,60,450,27000
TXN101229,2025-08-17,West,GlycaCure 50mg,Fortis Healthcare 2,101,120,12120
TXN104223,2025-08-17,West,OncoShield 10mg,Max Super Speciality 3,126,450,56700
TXN107342,2025-08-17,North,GlycaCure 50mg,Apollo Medical Center 5,64,250,16000
TXN105782,2025-08-17,North,OncoShield 10mg,Apollo Medical Center 2,22,450,9900
TXN100855,2025-08-17,East,OncoShield 10mg,Max Super Speciality 4,43,450,19350
TXN102580,2025-08-17,Central,OncoShield 10mg,Apollo Medical Center 1,137,450,61650
TXN100754,2025-08-17,North,GlycaCure 50mg,Apollo Medical Center 3,133,120,15960
TXN106523,2025-08-17,West,GlycaCure 50mg,Fortis Healthcare 1,106,250,26500
TXN107479,2025-08-17,West,GlycaCure 50mg,Max Super Speciality 4,36,250,9000
TXN108837,2025-08-17,East,OncoShield 10mg,Fortis Healthcare 3,141,450,63450
TXN105402,2025-08-17,South,GlycaCure 50mg,Max Super Speciality 2,51,250,12750
TXN107683,2025-08-17,West,OncoShield 10mg,Max Super Speciality 3,10,450,4500
TXN100887,2025-08-17,North,GlycaCure 50mg,Max Super Speciality 1,61,250,15250
TXN108563,2025-08-18,West,OncoShield 10mg,Fortis Healthcare 5,20,450,9000
TXN109080,2025-08-18,North,OncoShield 10mg,Apollo Medical Center 3,103,450,46350
TXN104360,2025-08-18,Central,OncoShield 10mg,Apollo Medical Center 4,138,450,62100
TXN104288,2025-08-18,East,GlycaCure 50mg,Apollo Medical Center 5,99,250,24750
TXN102536,2025-08-18,West,OncoShield 10mg,Max Super Speciality 2,105,450,47250
TXN106407,2025-08-18,East,OncoShield 10mg,Max Super Speciality 1,99,450,44550
TXN101765,2025-08-18,Central,OncoShield 10mg,Fortis Healthcare 3,80,450,36000
TXN108370,2025-08-18,East,GlycaCure 50mg,Max Super Speciality 5,16,250,4000
TXN108931,2025-08-18,North,OncoShield 10mg,Apollo Medical Center 1,140,450,63000
TXN106836,2025-08-18,West,OncoShield 10mg,Fortis Healthcare 5,23,450,10350
TXN102940,2025-08-18,East,GlycaCure 50mg,Fortis Healthcare 4,99,120,11880
TXN108073,2025-08-18,North,GlycaCure 50mg,Fortis Healthcare 3,19,120,2280
TXN107031,2025-08-18,Central,OncoShield 10mg,Max Super Speciality 2,106,450,47700
TXN102479,2025-08-18,South,GlycaCure 50mg,Fortis Healthcare 4,38,120,4560
TXN103863,2025-08-18,North,OncoShield 10mg,Fortis Healthcare 2,97,450,43650
TXN109375,2025-08-18,East,OncoShield 10mg,Fortis Healthcare 1,62,450,27900
TXN104796,2025-08-18,West,OncoShield 10mg,Max Super Speciality 2,27,450,12150
TXN106585,2025-08-18,North,OncoShield 10mg,Max Super Speciality 4,11,450,4950
TXN109322,2025-08-18,North,GlycaCure 50mg,Fortis Healthcare 4,114,250,28500
TXN105999,2025-08-18,South,GlycaCure 50mg,Fortis Healthcare 3,49,120,5880
TXN101718,2025-08-18,Central,OncoShield 10mg,Max Super Speciality 2,143,450,64350
TXN106697,2025-08-18,Central,OncoShield 10mg,Max Super Speciality 3,14,450,6300
TXN107820,2025-08-18,North,OncoShield 10mg,Max Super Speciality 3,92,450,41400
TXN103678,2025-08-18,West,OncoShield 10mg,Fortis Healthcare 5,122,450,54900
TXN106946,2025-08-18,Central,OncoShield 10mg,Max Super Speciality 5,41,450,18450
TXN105593,2025-08-18,West,OncoShield 10mg,Max Super Speciality 2,15,450,6750
TXN106606,2025-08-18,West,GlycaCure 50mg,Max Super Speciality 3,111,250,27750
TXN102409,2025-08-18,Central,GlycaCure 50mg,Apollo Medical Center 4,41,120,4920
TXN106593,2025-08-18,East,OncoShield 10mg,Apollo Medical Center 1,119,450,53550
TXN107966,2025-08-19,South,OncoShield 10mg,Fortis Healthcare 1,110,450,49500
TXN106497,2025-08-19,Central,GlycaCure 50mg,Apollo Medical Center 2,128,250,32000
TXN108602,2025-08-19,Central,GlycaCure 50mg,Fortis Healthcare 3,21,250,5250
TXN100663,2025-08-19,North,OncoShield 10mg,Max Super Speciality 1,33,450,14850
TXN102446,2025-08-19,West,OncoShield 10mg,Apollo Medical Center 5,41,450,18450
TXN104243,2025-08-19,Central,GlycaCure 50mg,Max Super Speciality 4,142,250,35500
TXN107514,2025-08-19,East,OncoShield 10mg,Apollo Medical Center 3,39,450,17550
TXN108985,2025-08-19,South,GlycaCure 50mg,Max Super Speciality 2,99,120,11880
TXN107424,2025-08-19,South,GlycaCure 50mg,Apollo Medical Center 4,64,120,7680
TXN108091,2025-08-19,East,GlycaCure 50mg,Apollo Medical Center 1,135,250,33750
TXN101976,2025-08-19,West,GlycaCure 50mg,Fortis Healthcare 3,121,250,30250
TXN101435,2025-08-19,East,GlycaCure 50mg,Max Super Speciality 4,71,250,17750
TXN109635,2025-08-19,East,GlycaCure 50mg,Fortis Healthcare 2,83,250,20750
TXN106269,2025-08-19,West,GlycaCure 50mg,Fortis Healthcare 1,94,250,23500
TXN109222,2025-08-19,Central,OncoShield 10mg,Fortis Healthcare 3,28,450,12600
TXN101814,2025-08-19,East,OncoShield 10mg,Fortis Healthcare 2,51,450,22950
TXN101440,2025-08-20,North,GlycaCure 50mg,Apollo Medical Center 4,138,120,16560
TXN107124,2025-08-20,West,GlycaCure 50mg,Fortis Healthcare 1,102,120,12240
TXN109653,2025-08-20,South,OncoShield 10mg,Apollo Medical Center 4,74,450,33300
TXN101307,2025-08-20,South,GlycaCure 50mg,Max Super Speciality 4,108,120,12960
TXN100203,2025-08-20,South,GlycaCure 50mg,Apollo Medical Center 5,115,250,28750
TXN100060,2025-08-20,East,OncoShield 10mg,Apollo Medical Center 2,47,450,21150
TXN104756,2025-08-20,Central,OncoShield 10mg,Fortis Healthcare 3,117,450,52650
TXN101612,2025-08-20,East,OncoShield 10mg,Max Super Speciality 3,119,450,53550
TXN109243,2025-08-20,West,GlycaCure 50mg,Max Super Speciality 5,104,120,12480
TXN104184,2025-08-20,East,OncoShield 10mg,Fortis Healthcare 5,130,450,58500
TXN107569,2025-08-20,Central,GlycaCure 50mg,Fortis Healthcare 2,81,250,20250
TXN104195,2025-08-20,South,GlycaCure 50mg,Apollo Medical Center 2,13,250,3250
TXN106796,2025-08-20,South,GlycaCure 50mg,Apollo Medical Center 2,43,120,5160
TXN103336,2025-08-20,South,GlycaCure 50mg,Fortis Healthcare 5,71,250,17750
TXN102892,2025-08-20,East,OncoShield 10mg,Fortis Healthcare 5,35,450,15750
TXN106640,2025-08-20,North,OncoShield 10mg,Fortis Healthcare 4,89,450,40050
TXN100103,2025-08-20,West,OncoShield 10mg,Max Super Speciality 1,18,450,8100
TXN103985,2025-08-20,East,OncoShield 10mg,Max Super Speciality 4,69,450,31050
TXN100805,2025-08-20,Central,OncoShield 10mg,Max Super Speciality 1,35,450,15750
TXN106849,2025-08-21,West,OncoShield 10mg,Max Super Speciality 4,102,450,45900
TXN102373,2025-08-21,North,OncoShield 10mg,Max Super Speciality 3,48,450,21600
TXN102741,2025-08-21,North,GlycaCure 50mg,Apollo Medical Center 1,19,250,4750
TXN106611,2025-08-21,South,OncoShield 10mg,Apollo Medical Center 5,43,450,19350
TXN100710,2025-08-21,North,GlycaCure 50mg,Fortis Healthcare 3,111,250,27750
TXN109541,2025-08-21,Central,GlycaCure 50mg,Fortis Healthcare 1,87,120,10440
